Running Q-learning algorithm with parameters: {'episodes': 300, 'max_steps': 2000, 'lr': 0.2, 'gamma': 0.99, 'seed': 789, 'epsilon': 1.0, 'epsilon_decay': 0.9}
Episode 1 completed. Time: 3.19 seconds. Epsilon: 1.0. Steps: 1816
Episode 2 completed. Time: 10.68 seconds. Epsilon: 0.9. Steps: 2000
Episode 3 completed. Time: 11.55 seconds. Epsilon: 0.81. Steps: 2000
Episode 4 completed. Time: 4.27 seconds. Epsilon: 0.7290000000000001. Steps: 909
Episode 5 completed. Time: 7.03 seconds. Epsilon: 0.6561000000000001. Steps: 2000
Episode 6 completed. Time: 2.37 seconds. Epsilon: 0.5904900000000002. Steps: 552
Episode 7 completed. Time: 10.60 seconds. Epsilon: 0.5314410000000002. Steps: 2000
Episode 8 completed. Time: 9.55 seconds. Epsilon: 0.47829690000000014. Steps: 2000
Episode 9 completed. Time: 10.79 seconds. Epsilon: 0.43046721000000016. Steps: 2000
Episode 10 completed. Time: 9.86 seconds. Epsilon: 0.38742048900000015. Steps: 2000
Episode 11 completed. Time: 7.63 seconds. Epsilon: 0.34867844010000015. Steps: 2000
Episode 12 completed. Time: 9.01 seconds. Epsilon: 0.31381059609000017. Steps: 2000
Episode 13 completed. Time: 5.70 seconds. Epsilon: 0.28242953648100017. Steps: 2000
Episode 14 completed. Time: 7.52 seconds. Epsilon: 0.25418658283290013. Steps: 2000
Episode 15 completed. Time: 4.89 seconds. Epsilon: 0.22876792454961012. Steps: 2000
Episode 16 completed. Time: 3.90 seconds. Epsilon: 0.2058911320946491. Steps: 2000
Episode 17 completed. Time: 2.38 seconds. Epsilon: 0.1853020188851842. Steps: 2000
Episode 18 completed. Time: 1.44 seconds. Epsilon: 0.16677181699666577. Steps: 2000
Episode 19 completed. Time: 1.37 seconds. Epsilon: 0.1500946352969992. Steps: 2000
Episode 20 completed. Time: 1.27 seconds. Epsilon: 0.13508517176729928. Steps: 2000
Episode 21 completed. Time: 1.10 seconds. Epsilon: 0.12157665459056936. Steps: 2000
Episode 22 completed. Time: 1.03 seconds. Epsilon: 0.10941898913151243. Steps: 2000
Episode 23 completed. Time: 1.03 seconds. Epsilon: 0.0984770902183612. Steps: 2000
Episode 24 completed. Time: 1.00 seconds. Epsilon: 0.08862938119652508. Steps: 2000
Episode 25 completed. Time: 0.99 seconds. Epsilon: 0.07976644307687257. Steps: 2000
Episode 26 completed. Time: 1.01 seconds. Epsilon: 0.07178979876918531. Steps: 2000
Episode 27 completed. Time: 1.01 seconds. Epsilon: 0.06461081889226679. Steps: 2000
Episode 28 completed. Time: 0.99 seconds. Epsilon: 0.05814973700304011. Steps: 2000
Episode 29 completed. Time: 0.99 seconds. Epsilon: 0.0523347633027361. Steps: 2000
Episode 30 completed. Time: 0.99 seconds. Epsilon: 0.04710128697246249. Steps: 2000
Episode 31 completed. Time: 1.01 seconds. Epsilon: 0.042391158275216244. Steps: 2000
Episode 32 completed. Time: 0.98 seconds. Epsilon: 0.03815204244769462. Steps: 2000
Episode 33 completed. Time: 0.98 seconds. Epsilon: 0.03433683820292516. Steps: 2000
Episode 34 completed. Time: 0.99 seconds. Epsilon: 0.030903154382632643. Steps: 2000
Episode 35 completed. Time: 0.99 seconds. Epsilon: 0.02781283894436938. Steps: 2000
Episode 36 completed. Time: 1.02 seconds. Epsilon: 0.025031555049932444. Steps: 2000
Episode 37 completed. Time: 0.99 seconds. Epsilon: 0.0225283995449392. Steps: 2000
Episode 38 completed. Time: 1.00 seconds. Epsilon: 0.020275559590445278. Steps: 2000
Episode 39 completed. Time: 0.99 seconds. Epsilon: 0.01824800363140075. Steps: 2000
Episode 40 completed. Time: 0.99 seconds. Epsilon: 0.016423203268260675. Steps: 2000
Episode 41 completed. Time: 0.98 seconds. Epsilon: 0.014780882941434608. Steps: 2000
Episode 42 completed. Time: 0.99 seconds. Epsilon: 0.013302794647291147. Steps: 2000
Episode 43 completed. Time: 0.98 seconds. Epsilon: 0.011972515182562033. Steps: 2000
Episode 44 completed. Time: 1.00 seconds. Epsilon: 0.01077526366430583. Steps: 2000
Episode 45 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 46 completed. Time: 1.01 seconds. Epsilon: 0.01. Steps: 2000
Episode 47 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 48 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
Episode 49 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 50 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 51 completed. Time: 1.00 seconds. Epsilon: 0.01. Steps: 2000
Episode 52 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 53 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 54 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 55 completed. Time: 1.00 seconds. Epsilon: 0.01. Steps: 2000
Episode 56 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 57 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 58 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 59 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 60 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 61 completed. Time: 1.00 seconds. Epsilon: 0.01. Steps: 2000
Episode 62 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 63 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 64 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
Episode 65 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
Episode 66 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 67 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 68 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
Episode 69 completed. Time: 1.00 seconds. Epsilon: 0.01. Steps: 2000
Episode 70 completed. Time: 1.00 seconds. Epsilon: 0.01. Steps: 2000
Episode 71 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 72 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 73 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 74 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
Episode 75 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 76 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
Episode 77 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 78 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 79 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 80 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 81 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 82 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 83 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 84 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
Episode 85 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 86 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
Episode 87 completed. Time: 1.00 seconds. Epsilon: 0.01. Steps: 2000
Episode 88 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
Episode 89 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 90 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 91 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
Episode 92 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
Episode 93 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
Episode 94 completed. Time: 0.98 seconds. Epsilon: 0.01. Steps: 2000
Episode 95 completed. Time: 0.99 seconds. Epsilon: 0.01. Steps: 2000
Episode 96 completed. Time: 0.97 seconds. Epsilon: 0.01. Steps: 2000
